id_venda,data,regiao,categoria,produto,quantidade,preco_unitario,faturamento,custo,margem,canal,pagamento
489,2024-07-12,Centro-Oeste,Alimentos,Feijao,9,9.28,83.52,56.87,26.65,Loja Fisica,Cartao
490,2024-02-19,Nordeste,Utilidades,Filtro de Cafe,1,5.59,5.59,3.84,1.75,Delivery,Cartao
491,2024-12-03,Nordeste,Higiene,Sabonete,11,3.04,33.44,22.89,10.55,Loja Fisica,Cartao
492,2024-09-28,Centro-Oeste,Utilidades,Pano Multiuso,7,6.63,46.41,34.39,12.02,E-commerce,Dinheiro
493,2024-10-21,Norte,Alimentos,Acucar,4,5.29,21.16,12.63,8.53,Loja Fisica,Pix
494,2024-05-11,Nordeste,Limpeza,Detergente,10,2.77,27.7,18.95,8.75,Loja Fisica,Cartao
495,2024-06-10,Centro-Oeste,Alimentos,Acucar,11,4.98,54.78,34.64,20.14,Loja Fisica,Pix
496,2024-11-09,Nordeste,Higiene,Shampoo,7,15.35,107.45,74.3,33.15,Loja Fisica,Pix
497,2024-09-04,Nordeste,Bebidas,Agua,12,2.5,30.0,18.23,11.77,E-commerce,Cartao
498,2024-04-27,Centro-Oeste,Higiene,Shampoo,2,14.35,28.7,18.95,9.75,Loja Fisica,Pix
499,2024-12-22,Sudeste,Alimentos,Acucar,11,4.42,48.62,29.09,19.53,Loja Fisica,Boleto
500,2024-08-10,Norte,Alimentos,Macarrao,2,5.42,10.84,7.86,2.98,E-commerce,Cartao
501,2024-12-01,Sudeste,Limpeza,Esponja,1,2.44,2.44,1.82,0.62,Delivery,Cartao
502,2024-04-13,Sul,Utilidades,Filtro de Cafe,5,4.89,24.45,18.01,6.44,Loja Fisica,Pix
503,2024-11-10,Nordeste,Alimentos,Feijao,11,7.82,86.02,52.6,33.42,E-commerce,Dinheiro
504,2024-06-29,Sudeste,Bebidas,Suco,9,6.37,57.33,41.32,16.01,E-commerce,Pix
505,2024-10-13,Sul,Bebidas,Agua,4,2.6,10.4,6.44,3.96,E-commerce,Pix
506,2024-05-13,Nordeste,Bebidas,Cha Gelado,2,5.92,11.84,7.67,4.17,Loja Fisica,Pix
507,2024-05-11,Sul,Limpeza,Esponja,5,2.33,11.65,9.01,2.64,Loja Fisica,Dinheiro
508,2024-06-22,Sul,Bebidas,Energetico,10,10.81,108.1,73.12,34.98,Loja Fisica,Cartao
509,2024-04-22,Sudeste,Alimentos,Macarrao,7,5.78,40.46,27.65,12.81,Loja Fisica,Dinheiro
510,2024-05-07,Nordeste,Bebidas,Agua,2,2.58,5.16,3.18,1.98,Loja Fisica,Cartao
511,2024-10-20,Nordeste,Utilidades,Lampada,8,10.14,81.12,50.86,30.26,Loja Fisica,Cartao
512,2024-04-27,Nordeste,Alimentos,Cafe,6,17.03,102.18,61.44,40.74,E-commerce,Pix
513,2024-12-05,Sudeste,Alimentos,Cafe,1,19.5,19.5,12.76,6.74,Loja Fisica,Dinheiro
514,2024-10-21,Sul,Bebidas,Cha Gelado,5,5.8,29.0,21.17,7.83,Loja Fisica,Pix
515,2024-08-04,Sudeste,Higiene,Papel Higienico,6,18.88,113.28,81.25,32.03,Loja Fisica,Boleto
516,2024-12-23,Sudeste,Bebidas,Refrigerante,1,7.91,7.91,5.19,2.72,Loja Fisica,Cartao
517,2024-05-12,Nordeste,Alimentos,Macarrao,8,5.78,46.24,29.99,16.25,Loja Fisica,Cartao
518,2024-08-02,Sudeste,Bebidas,Energetico,5,10.0,50.0,34.71,15.29,E-commerce,Pix
519,2024-02-21,Sudeste,Limpeza,Esponja,7,2.4,16.8,10.4,6.4,Delivery,Pix
520,2024-08-30,Sul,Alimentos,Acucar,3,5.37,16.11,12.08,4.03,Loja Fisica,Pix
521,2024-09-06,Nordeste,Higiene,Papel Higienico,1,18.89,18.89,13.57,5.32,Loja Fisica,Dinheiro
522,2024-08-31,Sul,Alimentos,Macarrao,5,5.16,25.8,17.86,7.94,E-commerce,Cartao
523,2024-01-11,Centro-Oeste,Bebidas,Cha Gelado,4,6.01,24.04,17.07,6.97,Loja Fisica,Boleto
524,2024-05-25,Centro-Oeste,Higiene,Desodorante,12,11.61,139.32,82.99,56.33,Loja Fisica,Pix
525,2024-03-15,Sul,Higiene,Creme Dental,7,6.49,45.43,31.54,13.89,E-commerce,Cartao
526,2024-03-23,Centro-Oeste,Bebidas,Agua,12,2.43,29.16,20.67,8.49,Loja Fisica,Cartao
527,2024-07-04,Sudeste,Higiene,Desodorante,7,10.96,76.72,57.6,19.12,Loja Fisica,Cartao
528,2024-05-08,Sul,Limpeza,Detergente,4,2.57,10.28,6.17,4.11,Loja Fisica,Dinheiro
529,2024-10-07,Norte,Limpeza,Esponja,2,2.07,4.14,2.91,1.23,Loja Fisica,Boleto
530,2024-07-18,Nordeste,Alimentos,Macarrao,8,5.44,43.52,26.38,17.14,Delivery,Cartao
531,2024-12-05,Centro-Oeste,Utilidades,Pano Multiuso,8,7.47,59.76,41.12,18.64,Loja Fisica,Cartao
532,2024-12-23,Sudeste,Higiene,Desodorante,11,12.3,135.3,102.21,33.09,Loja Fisica,Pix
533,2024-09-30,Nordeste,Bebidas,Cha Gelado,4,6.27,25.08,16.76,8.32,Loja Fisica,Cartao
534,2024-06-04,Norte,Higiene,Shampoo,6,14.56,87.36,60.02,27.34,Delivery,Pix
535,2024-09-01,Nordeste,Limpeza,Desinfetante,10,8.6,86.0,50.0,36.0,Loja Fisica,Cartao
536,2024-10-14,Centro-Oeste,Alimentos,Acucar,7,4.63,32.41,19.31,13.1,Delivery,Pix
537,2024-11-09,Sul,Higiene,Creme Dental,11,6.63,72.93,54.1,18.83,Loja Fisica,Dinheiro
538,2024-04-03,Nordeste,Alimentos,Acucar,10,4.85,48.5,34.92,13.58,Loja Fisica,Cartao
539,2024-03-18,Norte,Higiene,Shampoo,2,14.55,29.1,17.61,11.49,Loja Fisica,Cartao
540,2024-02-16,Nordeste,Bebidas,Agua,7,2.46,17.22,12.74,4.48,E-commerce,Pix
541,2024-01-17,Centro-Oeste,Limpeza,Sabao em Po,1,16.06,16.06,10.58,5.48,Loja Fisica,Cartao
542,2024-05-08,Sul,Limpeza,Detergente,12,2.62,31.44,23.08,8.36,Loja Fisica,Pix
543,2024-01-18,Nordeste,Limpeza,Detergente,9,2.84,25.56,15.89,9.67,Loja Fisica,Boleto
544,2024-06-14,Nordeste,Limpeza,Esponja,9,2.08,18.72,12.66,6.06,Loja Fisica,Cartao
545,2024-01-27,Sul,Alimentos,Arroz,4,26.06,104.24,67.22,37.02,Loja Fisica,Cartao
546,2024-03-02,Centro-Oeste,Alimentos,Arroz,10,26.81,268.1,180.98,87.12,Loja Fisica,Cartao
547,2024-02-15,Nordeste,Bebidas,Cha Gelado,6,6.42,38.52,30.02,8.5,Delivery,Cartao
548,2024-11-26,Nordeste,Higiene,Sabonete,3,2.95,8.85,5.69,3.16,Loja Fisica,Pix
549,2024-06-26,Sul,Bebidas,Suco,1,7.3,7.3,4.76,2.54,Loja Fisica,Dinheiro
550,2024-09-05,Sudeste,Higiene,Papel Higienico,12,19.24,230.88,160.08,70.8,Loja Fisica,Cartao
551,2024-08-27,Nordeste,Limpeza,Esponja,3,2.05,6.15,3.76,2.39,Loja Fisica,Cartao
552,2024-07-06,Centro-Oeste,Limpeza,Esponja,7,2.35,16.45,12.45,4.0,Loja Fisica,Cartao
553,2024-11-13,Nordeste,Limpeza,Esponja,7,2.11,14.77,10.58,4.19,Delivery,Cartao
554,2024-05-24,Centro-Oeste,Higiene,Sabonete,2,2.97,5.94,3.52,2.42,Delivery,Cartao
555,2024-01-17,Nordeste,Bebidas,Refrigerante,1,7.76,7.76,5.8,1.96,Delivery,Pix
556,2024-12-25,Sudeste,Alimentos,Feijao,10,9.04,90.4,52.67,37.73,E-commerce,Pix
557,2024-02-10,Sudeste,Higiene,Creme Dental,9,6.63,59.67,45.23,14.44,Delivery,Dinheiro
558,2024-01-30,Sul,Alimentos,Arroz,12,23.26,279.12,178.85,100.27,E-commerce,Boleto
559,2024-02-19,Norte,Alimentos,Acucar,4,4.6,18.4,13.09,5.31,Loja Fisica,Boleto
560,2024-10-12,Sudeste,Bebidas,Refrigerante,11,7.76,85.36,61.02,24.34,Delivery,Cartao
561,2024-02-23,Nordeste,Alimentos,Acucar,9,4.74,42.66,26.09,16.57,E-commerce,Cartao
562,2024-06-29,Sul,Higiene,Creme Dental,6,6.22,37.32,26.37,10.95,Delivery,Cartao
563,2024-05-03,Sudeste,Alimentos,Cafe,12,17.38,208.56,161.08,47.48,Loja Fisica,Cartao
564,2024-01-18,Sul,Higiene,Papel Higienico,3,21.14,63.42,40.61,22.81,Loja Fisica,Cartao
565,2024-06-10,Norte,Limpeza,Desinfetante,9,9.1,81.9,56.85,25.05,Loja Fisica,Cartao
566,2024-08-23,Centro-Oeste,Alimentos,Macarrao,10,5.04,50.4,31.81,18.59,Loja Fisica,Pix
567,2024-10-18,Sul,Limpeza,Desinfetante,8,8.5,68.0,50.67,17.33,Delivery,Pix
568,2024-02-18,Sudeste,Bebidas,Cha Gelado,7,5.43,38.01,22.47,15.54,Delivery,Cartao
569,2024-08-10,Centro-Oeste,Limpeza,Sabao em Po,12,17.33,207.96,145.67,62.29,Loja Fisica,Dinheiro
570,2024-07-14,Norte,Higiene,Creme Dental,9,6.4,57.6,37.17,20.43,Delivery,Cartao
571,2024-12-10,Sudeste,Bebidas,Energetico,10,10.25,102.5,61.3,41.2,Loja Fisica,Dinheiro
572,2024-03-16,Nordeste,Alimentos,Cafe,12,16.64,199.68,131.76,67.92,Loja Fisica,Pix
573,2024-12-23,Nordeste,Alimentos,Cafe,4,18.21,72.84,51.75,21.09,Loja Fisica,Pix
574,2024-09-25,Nordeste,Alimentos,Acucar,6,5.07,30.42,21.15,9.27,Loja Fisica,Cartao
575,2024-07-06,Centro-Oeste,Bebidas,Cha Gelado,11,5.36,58.96,37.79,21.17,E-commerce,Pix
576,2024-08-14,Sudeste,Bebidas,Suco,4,7.29,29.16,17.82,11.34,Delivery,Cartao
577,2024-01-28,Nordeste,Higiene,Shampoo,5,13.75,68.75,49.41,19.34,Loja Fisica,Cartao
578,2024-01-12,Centro-Oeste,Limpeza,Sabao em Po,4,16.98,67.92,49.59,18.33,Loja Fisica,Pix
579,2024-03-13,Sudeste,Higiene,Desodorante,10,12.66,126.6,86.77,39.83,Loja Fisica,Cartao
580,2024-04-12,Sudeste,Higiene,Sabonete,8,3.05,24.4,14.19,10.21,Loja Fisica,Cartao
581,2024-12-03,Centro-Oeste,Alimentos,Macarrao,11,5.19,57.09,44.3,12.79,Loja Fisica,Pix
582,2024-06-10,Sudeste,Higiene,Sabonete,3,2.78,8.34,6.45,1.89,Loja Fisica,Pix
583,2024-01-21,Nordeste,Higiene,Creme Dental,8,6.19,49.52,30.28,19.24,Loja Fisica,Cartao
584,2024-11-16,Nordeste,Utilidades,Filtro de Cafe,5,5.52,27.6,19.46,8.14,E-commerce,Dinheiro
585,2024-01-16,Sul,Utilidades,Lampada,3,9.39,28.17,18.55,9.62,Loja Fisica,Pix
586,2024-09-23,Sul,Higiene,Shampoo,7,14.42,100.94,61.63,39.31,E-commerce,Dinheiro
587,2024-06-17,Centro-Oeste,Alimentos,Feijao,10,8.74,87.4,64.68,22.72,E-commerce,Cartao
588,2024-12-27,Sul,Utilidades,Pano Multiuso,3,7.04,21.12,14.64,6.48,Loja Fisica,Cartao
589,2024-09-29,Sul,Alimentos,Macarrao,3,5.54,16.62,12.18,4.44,E-commerce,Cartao
590,2024-07-29,Nordeste,Limpeza,Desinfetante,3,9.57,28.71,17.26,11.45,Loja Fisica,Dinheiro
591,2024-11-09,Sudeste,Higiene,Papel Higienico,4,19.64,78.56,49.19,29.37,Loja Fisica,Cartao
592,2024-09-01,Nordeste,Limpeza,Agua Sanitaria,12,5.67,68.04,41.97,26.07,Loja Fisica,Pix
593,2024-03-24,Nordeste,Alimentos,Arroz,5,27.64,138.2,86.31,51.89,Delivery,Cartao
594,2024-04-14,Norte,Utilidades,Pano Multiuso,10,6.82,68.2,43.99,24.21,Loja Fisica,Cartao
595,2024-07-26,Sudeste,Higiene,Desodorante,12,11.3,135.6,95.23,40.37,Delivery,Pix
596,2024-09-25,Sudeste,Limpeza,Detergente,9,2.54,22.86,15.35,7.51,E-commerce,Dinheiro
597,2024-05-05,Sudeste,Bebidas,Refrigerante,9,7.48,67.32,49.35,17.97,E-commerce,Cartao
598,2024-08-13,Centro-Oeste,Bebidas,Agua,8,2.38,19.04,12.16,6.88,E-commerce,Pix
599,2024-03-13,Sudeste,Higiene,Sabonete,12,2.96,35.52,21.88,13.64,Loja Fisica,Dinheiro
600,2024-10-06,Nordeste,Bebidas,Energetico,1,9.46,9.46,6.6,2.86,Delivery,Cartao
601,2024-08-20,Norte,Bebidas,Suco,12,7.36,88.32,52.84,35.48,Delivery,Pix
602,2024-02-13,Sudeste,Bebidas,Cha Gelado,10,6.44,64.4,42.23,22.17,Loja Fisica,Dinheiro
603,2024-06-20,Sudeste,Higiene,Shampoo,3,16.3,48.9,30.11,18.79,Delivery,Cartao
604,2024-06-07,Sudeste,Utilidades,Saco de Lixo,11,8.03,88.33,67.11,21.22,E-commerce,Cartao
605,2024-05-09,Norte,Bebidas,Energetico,9,10.71,96.39,67.63,28.76,Loja Fisica,Cartao
606,2024-12-03,Sudeste,Bebidas,Refrigerante,10,7.8,78.0,49.06,28.94,Loja Fisica,Pix
607,2024-10-12,Sul,Alimentos,Feijao,3,7.91,23.73,15.42,8.31,Loja Fisica,Cartao
608,2024-10-22,Sul,Alimentos,Arroz,1,23.45,23.45,18.26,5.19,Loja Fisica,Cartao
609,2024-12-04,Sudeste,Higiene,Papel Higienico,3,21.04,63.12,46.07,17.05,Loja Fisica,Cartao
610,2024-06-02,Centro-Oeste,Utilidades,Pilhas,7,14.04,98.28,58.28,40.0,Loja Fisica,Cartao
611,2024-05-20,Centro-Oeste,Bebidas,Suco,12,6.64,79.68,47.14,32.54,Loja Fisica,Boleto
612,2024-09-27,Sul,Bebidas,Cha Gelado,12,5.67,68.04,47.75,20.29,Loja Fisica,Pix
613,2024-11-15,Centro-Oeste,Alimentos,Cafe,8,18.33,146.64,103.58,43.06,Loja Fisica,Cartao
614,2024-11-08,Nordeste,Alimentos,Feijao,1,8.02,8.02,5.4,2.62,Delivery,Pix
615,2024-04-16,Sudeste,Utilidades,Pano Multiuso,1,6.61,6.61,4.57,2.04,Delivery,Cartao
616,2024-04-13,Sudeste,Alimentos,Arroz,5,24.4,122.0,84.18,37.82,Delivery,Cartao
617,2024-06-19,Centro-Oeste,Limpeza,Esponja,1,2.39,2.39,1.48,0.91,Delivery,Boleto
618,2024-09-02,Sul,Limpeza,Sabao em Po,8,15.69,125.52,84.36,41.16,E-commerce,Dinheiro
619,2024-08-24,Sudeste,Bebidas,Refrigerante,9,7.35,66.15,47.96,18.19,Loja Fisica,Pix
620,2024-04-16,Sudeste,Bebidas,Agua,2,2.78,5.56,3.54,2.02,Loja Fisica,Boleto
621,2024-11-16,Sudeste,Alimentos,Cafe,7,17.14,119.98,72.39,47.59,Delivery,Cartao
622,2024-06-10,Sudeste,Alimentos,Arroz,8,27.28,218.24,142.8,75.44,Delivery,Cartao
623,2024-09-25,Nordeste,Alimentos,Arroz,4,27.46,109.84,73.46,36.38,Loja Fisica,Pix
624,2024-09-13,Nordeste,Bebidas,Energetico,12,10.84,130.08,83.52,46.56,Loja Fisica,Dinheiro
625,2024-02-20,Sul,Utilidades,Lampada,4,10.12,40.48,27.2,13.28,Delivery,Pix
626,2024-01-03,Nordeste,Alimentos,Cafe,2,17.66,35.32,26.77,8.55,Loja Fisica,Dinheiro
627,2024-06-08,Norte,Limpeza,Sabao em Po,6,15.84,95.04,60.57,34.47,Loja Fisica,Dinheiro
628,2024-12-09,Norte,Alimentos,Macarrao,2,4.8,9.6,6.76,2.84,Loja Fisica,Cartao
629,2024-06-28,Sudeste,Alimentos,Macarrao,10,5.04,50.4,29.95,20.45,Loja Fisica,Cartao
630,2024-08-15,Norte,Alimentos,Arroz,2,24.82,49.64,29.65,19.99,Loja Fisica,Pix
631,2024-10-30,Sudeste,Higiene,Desodorante,10,11.4,114.0,73.7,40.3,Loja Fisica,Dinheiro
632,2024-09-30,Norte,Utilidades,Pano Multiuso,10,6.34,63.4,47.08,16.32,E-commerce,Pix
633,2024-08-21,Nordeste,Higiene,Desodorante,8,11.11,88.88,55.53,33.35,E-commerce,Pix
634,2024-07-05,Centro-Oeste,Higiene,Creme Dental,6,6.27,37.62,22.05,15.57,Loja Fisica,Cartao
635,2024-08-24,Sul,Alimentos,Macarrao,10,5.38,53.8,36.67,17.13,Loja Fisica,Pix
636,2024-02-24,Centro-Oeste,Higiene,Creme Dental,9,6.28,56.52,39.46,17.06,Loja Fisica,Cartao
637,2024-03-22,Sul,Bebidas,Agua,4,2.71,10.84,7.57,3.27,Delivery,Cartao
638,2024-06-24,Sudeste,Alimentos,Arroz,12,27.54,330.48,229.63,100.85,Loja Fisica,Pix
639,2024-08-25,Centro-Oeste,Alimentos,Acucar,3,4.71,14.13,9.34,4.79,Loja Fisica,Pix
640,2024-11-01,Sudeste,Bebidas,Energetico,11,10.42,114.62,68.55,46.07,Delivery,Dinheiro
641,2024-11-21,Sul,Limpeza,Sabao em Po,8,16.93,135.44,89.12,46.32,Loja Fisica,Cartao
642,2024-12-14,Sul,Alimentos,Macarrao,7,5.53,38.71,29.54,9.17,E-commerce,Pix
643,2024-11-09,Sul,Bebidas,Suco,5,6.43,32.15,24.44,7.71,E-commerce,Cartao
644,2024-10-13,Sul,Bebidas,Agua,1,2.42,2.42,1.74,0.68,Loja Fisica,Cartao
645,2024-07-14,Centro-Oeste,Bebidas,Suco,11,6.59,72.49,44.06,28.43,Loja Fisica,Dinheiro
646,2024-07-03,Sul,Alimentos,Feijao,3,7.84,23.52,16.69,6.83,Loja Fisica,Dinheiro
647,2024-12-02,Centro-Oeste,Utilidades,Pilhas,3,13.52,40.56,26.9,13.66,Loja Fisica,Dinheiro
648,2024-11-05,Sul,Higiene,Desodorante,9,11.56,104.04,77.41,26.63,Loja Fisica,Cartao
649,2024-08-05,Sudeste,Higiene,Shampoo,12,15.2,182.4,120.78,61.62,Loja Fisica,Cartao
650,2024-01-20,Sudeste,Limpeza,Detergente,10,2.74,27.4,19.68,7.72,Loja Fisica,Pix
651,2024-05-23,Sudeste,Alimentos,Cafe,2,17.35,34.7,24.5,10.2,Delivery,Pix
652,2024-12-16,Sudeste,Limpeza,Desinfetante,10,8.28,82.8,53.71,29.09,Delivery,Pix
653,2024-09-19,Sul,Higiene,Creme Dental,7,6.14,42.98,33.33,9.65,Loja Fisica,Cartao
654,2024-12-21,Sul,Limpeza,Esponja,5,2.05,10.25,6.91,3.34,Loja Fisica,Cartao
655,2024-05-29,Sul,Higiene,Creme Dental,8,5.81,46.48,31.66,14.82,E-commerce,Cartao
656,2024-03-08,Sudeste,Alimentos,Macarrao,1,5.56,5.56,3.9,1.66,E-commerce,Pix
657,2024-12-03,Centro-Oeste,Limpeza,Desinfetante,12,8.61,103.32,63.66,39.66,Loja Fisica,Cartao
658,2024-02-13,Sul,Higiene,Shampoo,8,15.95,127.6,84.55,43.05,Loja Fisica,Pix
659,2024-11-22,Nordeste,Higiene,Creme Dental,1,6.5,6.5,4.75,1.75,Loja Fisica,Cartao
660,2024-07-23,Sudeste,Bebidas,Cha Gelado,4,5.78,23.12,16.67,6.45,Loja Fisica,Cartao
661,2024-08-10,Norte,Utilidades,Pano Multiuso,7,7.07,49.49,38.22,11.27,Delivery,Cartao
662,2024-09-29,Sudeste,Utilidades,Pano Multiuso,10,7.39,73.9,55.55,18.35,Loja Fisica,Cartao
663,2024-02-20,Nordeste,Higiene,Desodorante,11,12.3,135.3,98.34,36.96,Loja Fisica,Cartao
664,2024-06-21,Sudeste,Utilidades,Saco de Lixo,9,7.75,69.75,40.57,29.18,Loja Fisica,Cartao
665,2024-09-25,Norte,Bebidas,Suco,12,6.74,80.88,50.03,30.85,Loja Fisica,Cartao
666,2024-10-31,Sudeste,Limpeza,Esponja,11,2.08,22.88,17.65,5.23,Loja Fisica,Pix
667,2024-07-11,Sudeste,Utilidades,Filtro de Cafe,3,5.61,16.83,12.1,4.73,Loja Fisica,Pix
668,2024-02-08,Sudeste,Utilidades,Saco de Lixo,7,8.89,62.23,44.4,17.83,Delivery,Cartao
669,2024-02-07,Nordeste,Alimentos,Acucar,6,5.37,32.22,20.35,11.87,Delivery,Cartao
670,2024-02-05,Sudeste,Utilidades,Filtro de Cafe,7,4.87,34.09,23.13,10.96,Loja Fisica,Dinheiro
671,2024-04-21,Sudeste,Alimentos,Acucar,12,4.66,55.92,32.82,23.1,Loja Fisica,Pix
672,2024-08-16,Norte,Bebidas,Refrigerante,1,7.9,7.9,5.0,2.9,Delivery,Dinheiro
673,2024-10-21,Norte,Limpeza,Agua Sanitaria,8,5.44,43.52,32.59,10.93,Delivery,Dinheiro
674,2024-10-03,Nordeste,Bebidas,Energetico,2,10.23,20.46,15.69,4.77,Loja Fisica,Pix
675,2024-07-24,Norte,Utilidades,Pilhas,6,13.25,79.5,61.39,18.11,Loja Fisica,Cartao
676,2024-05-28,Sudeste,Alimentos,Arroz,7,26.2,183.4,117.33,66.07,Loja Fisica,Cartao
677,2024-12-18,Centro-Oeste,Alimentos,Acucar,12,4.6,55.2,32.41,22.79,Loja Fisica,Boleto
678,2024-05-02,Sudeste,Alimentos,Cafe,11,17.57,193.27,132.74,60.53,Delivery,Cartao
679,2024-01-09,Norte,Alimentos,Arroz,7,23.5,164.5,121.96,42.54,Delivery,Cartao
680,2024-12-13,Sul,Higiene,Papel Higienico,4,20.88,83.52,49.06,34.46,Loja Fisica,Pix
681,2024-08-29,Sul,Higiene,Shampoo,12,15.64,187.68,109.39,78.29,Delivery,Dinheiro
682,2024-02-19,Centro-Oeste,Alimentos,Cafe,2,19.4,38.8,23.33,15.47,Loja Fisica,Dinheiro
683,2024-04-22,Norte,Alimentos,Macarrao,12,5.49,65.88,42.48,23.4,E-commerce,Pix
684,2024-03-11,Centro-Oeste,Utilidades,Lampada,1,9.87,9.87,6.39,3.48,Loja Fisica,Cartao
685,2024-07-31,Nordeste,Bebidas,Suco,8,6.68,53.44,37.22,16.22,Loja Fisica,Dinheiro
686,2024-11-19,Sudeste,Limpeza,Detergente,8,2.53,20.24,11.77,8.47,E-commerce,Pix
687,2024-10-30,Sul,Bebidas,Energetico,12,9.36,112.32,68.36,43.96,Loja Fisica,Cartao
688,2024-05-02,Sul,Higiene,Sabonete,10,2.77,27.7,18.84,8.86,E-commerce,Pix
689,2024-06-03,Centro-Oeste,Alimentos,Feijao,4,8.02,32.08,22.01,10.07,Loja Fisica,Cartao
690,2024-10-03,Sudeste,Bebidas,Suco,5,6.42,32.1,19.34,12.76,Loja Fisica,Dinheiro
691,2024-08-30,Sudeste,Alimentos,Arroz,1,26.12,26.12,16.64,9.48,Loja Fisica,Cartao
692,2024-08-20,Norte,Limpeza,Esponja,3,2.09,6.27,3.67,2.6,Loja Fisica,Cartao
693,2024-04-30,Sudeste,Higiene,Creme Dental,7,5.95,41.65,29.8,11.85,Loja Fisica,Dinheiro
694,2024-06-15,Nordeste,Alimentos,Acucar,4,4.78,19.12,11.93,7.19,Loja Fisica,Pix
695,2024-08-11,Nordeste,Utilidades,Pano Multiuso,3,6.68,20.04,12.17,7.87,Delivery,Pix
696,2024-05-18,Nordeste,Alimentos,Cafe,1,17.47,17.47,10.52,6.95,Loja Fisica,Cartao
697,2024-06-24,Nordeste,Alimentos,Feijao,11,9.44,103.84,79.03,24.81,Loja Fisica,Pix
698,2024-04-27,Norte,Limpeza,Agua Sanitaria,4,5.61,22.44,16.77,5.67,Loja Fisica,Pix
699,2024-05-06,Nordeste,Bebidas,Suco,10,7.65,76.5,58.35,18.15,E-commerce,Cartao
700,2024-01-23,Norte,Bebidas,Cha Gelado,1,5.83,5.83,3.84,1.99,Delivery,Pix
701,2024-02-20,Centro-Oeste,Alimentos,Cafe,1,18.95,18.95,12.53,6.42,Loja Fisica,Cartao
702,2024-05-02,Sudeste,Alimentos,Acucar,11,4.71,51.81,37.34,14.47,E-commerce,Dinheiro
703,2024-01-13,Sul,Bebidas,Suco,12,6.91,82.92,61.19,21.73,Loja Fisica,Pix
704,2024-11-20,Norte,Higiene,Desodorante,12,11.35,136.2,79.89,56.31,Loja Fisica,Cartao
705,2024-11-09,Sudeste,Limpeza,Detergente,10,2.96,29.6,21.52,8.08,Loja Fisica,Boleto
706,2024-12-11,Centro-Oeste,Alimentos,Acucar,6,4.86,29.16,17.15,12.01,Loja Fisica,Pix
707,2024-12-26,Norte,Limpeza,Sabao em Po,3,18.42,55.26,34.69,20.57,Loja Fisica,Pix
708,2024-10-24,Sul,Limpeza,Sabao em Po,6,16.34,98.04,62.11,35.93,Delivery,Cartao
709,2024-02-02,Centro-Oeste,Bebidas,Cha Gelado,9,6.3,56.7,38.22,18.48,Loja Fisica,Dinheiro
710,2024-05-29,Centro-Oeste,Bebidas,Refrigerante,4,8.24,32.96,22.14,10.82,Loja Fisica,Dinheiro
711,2024-05-27,Sul,Alimentos,Feijao,5,8.01,40.05,24.41,15.64,Loja Fisica,Cartao
712,2024-11-17,Norte,Bebidas,Cha Gelado,3,5.89,17.67,11.73,5.94,Delivery,Cartao
713,2024-04-06,Norte,Limpeza,Sabao em Po,9,17.31,155.79,103.19,52.6,Loja Fisica,Pix
714,2024-06-16,Sudeste,Higiene,Papel Higienico,9,19.07,171.63,109.98,61.65,Loja Fisica,Dinheiro
715,2024-03-28,Sudeste,Alimentos,Macarrao,5,5.58,27.9,16.45,11.45,Loja Fisica,Cartao
716,2024-03-26,Sudeste,Alimentos,Cafe,5,17.12,85.6,52.65,32.95,Delivery,Dinheiro
717,2024-03-19,Nordeste,Alimentos,Macarrao,10,4.92,49.2,31.1,18.1,Loja Fisica,Pix
718,2024-01-18,Sudeste,Utilidades,Lampada,6,9.59,57.54,44.6,12.94,Loja Fisica,Cartao
719,2024-01-13,Centro-Oeste,Bebidas,Suco,8,7.63,61.04,37.31,23.73,E-commerce,Pix
720,2024-09-16,Centro-Oeste,Limpeza,Agua Sanitaria,5,6.02,30.1,22.0,8.1,E-commerce,Pix
721,2024-10-16,Sudeste,Utilidades,Saco de Lixo,12,7.92,95.04,64.23,30.81,Loja Fisica,Pix
722,2024-02-29,Nordeste,Bebidas,Suco,8,6.84,54.72,35.31,19.41,Loja Fisica,Cartao
723,2024-09-26,Nordeste,Utilidades,Saco de Lixo,4,7.77,31.08,21.37,9.71,Loja Fisica,Pix
724,2024-02-14,Sul,Bebidas,Energetico,6,10.3,61.8,42.17,19.63,Loja Fisica,Pix
725,2024-07-22,Nordeste,Limpeza,Desinfetante,7,8.85,61.95,39.46,22.49,Loja Fisica,Boleto
726,2024-10-14,Norte,Limpeza,Agua Sanitaria,12,6.04,72.48,53.69,18.79,Loja Fisica,Dinheiro
727,2024-08-05,Sudeste,Bebidas,Cha Gelado,10,5.44,54.4,33.81,20.59,Loja Fisica,Dinheiro
728,2024-06-20,Norte,Utilidades,Pano Multiuso,2,6.17,12.34,8.73,3.61,Loja Fisica,Cartao
729,2024-08-24,Sudeste,Limpeza,Sabao em Po,4,15.79,63.16,41.46,21.7,Loja Fisica,Cartao
730,2024-06-03,Sul,Bebidas,Cha Gelado,12,5.87,70.44,41.23,29.21,Loja Fisica,Cartao
731,2024-11-23,Sul,Bebidas,Agua,7,2.39,16.73,12.74,3.99,Delivery,Cartao
732,2024-05-21,Sudeste,Utilidades,Filtro de Cafe,12,5.06,60.72,41.05,19.67,Loja Fisica,Cartao
